Region,Comuna,Anio,Semana,Categoria,Casos,Casos_previos_anio,Variacion_porcentual
Atacama,Tierra Amarilla,2024,24,Delitos en Contexto de Violencia Intrafamiliar,3,1,200
Atacama,Tierra Amarilla,2024,24,Consumo de Alcohol y Drogas en la Vía Pública,22,24,-8.33
Atacama,Tierra Amarilla,2024,24,Hurtos,11,11,0
Atacama,Tierra Amarilla,2024,24,Daños,11,16,-31.25
Atacama,Tierra Amarilla,2024,25,Amenazas y Riñas,28,21,33.33
Atacama,Tierra Amarilla,2024,25,Homicidios y Femicidios,46,56,-17.86
Atacama,Tierra Amarilla,2024,25,Robos con Violencia e Intimidación,9,4,125
Atacama,Tierra Amarilla,2024,25,Violaciones y Delitos Sexuales,48,40,20
Atacama,Tierra Amarilla,2024,25,Ley de Control de Armas,34,33,3.03
Atacama,Tierra Amarilla,2024,25,Delitos en Contexto de Violencia Intrafamiliar,40,50,-20
Atacama,Tierra Amarilla,2024,25,Consumo de Alcohol y Drogas en la Vía Pública,9,12,-25
Atacama,Tierra Amarilla,2024,25,Hurtos,4,3,33.33
Atacama,Tierra Amarilla,2024,25,Daños,9,10,-10
Atacama,Tierra Amarilla,2024,26,Amenazas y Riñas,19,15,26.67
Atacama,Tierra Amarilla,2024,26,Homicidios y Femicidios,21,28,-25
Atacama,Tierra Amarilla,2024,26,Robos con Violencia e Intimidación,12,22,-45.45
Atacama,Tierra Amarilla,2024,26,Violaciones y Delitos Sexuales,43,36,19.44
Atacama,Tierra Amarilla,2024,26,Ley de Control de Armas,48,41,17.07
Atacama,Tierra Amarilla,2024,26,Delitos en Contexto de Violencia Intrafamiliar,45,44,2.27
Atacama,Tierra Amarilla,2024,26,Consumo de Alcohol y Drogas en la Vía Pública,10,2,400
Atacama,Tierra Amarilla,2024,26,Hurtos,28,31,-9.68
Atacama,Tierra Amarilla,2024,26,Daños,43,39,10.26
Atacama,Tierra Amarilla,2024,27,Amenazas y Riñas,13,19,-31.58
Atacama,Tierra Amarilla,2024,27,Homicidios y Femicidios,41,40,2.5
Atacama,Tierra Amarilla,2024,27,Robos con Violencia e Intimidación,20,17,17.65
Atacama,Tierra Amarilla,2024,27,Violaciones y Delitos Sexuales,5,3,66.67
Atacama,Tierra Amarilla,2024,27,Ley de Control de Armas,8,11,-27.27
Atacama,Tierra Amarilla,2024,27,Delitos en Contexto de Violencia Intrafamiliar,17,23,-26.09
Atacama,Tierra Amarilla,2024,27,Consumo de Alcohol y Drogas en la Vía Pública,42,50,-16
Atacama,Tierra Amarilla,2024,27,Hurtos,44,34,29.41
Atacama,Tierra Amarilla,2024,27,Daños,3,0,
Atacama,Tierra Amarilla,2024,28,Amenazas y Riñas,18,8,125
Atacama,Tierra Amarilla,2024,28,Homicidios y Femicidios,2,0,
Atacama,Tierra Amarilla,2024,28,Robos con Violencia e Intimidación,40,41,-2.44
Atacama,Tierra Amarilla,2024,28,Violaciones y Delitos Sexuales,24,29,-17.24
Atacama,Tierra Amarilla,2024,28,Ley de Control de Armas,11,2,450
Atacama,Tierra Amarilla,2024,28,Delitos en Contexto de Violencia Intrafamiliar,8,7,14.29
Atacama,Tierra Amarilla,2024,28,Consumo de Alcohol y Drogas en la Vía Pública,38,36,5.56
Atacama,Tierra Amarilla,2024,28,Hurtos,33,24,37.5
Atacama,Tierra Amarilla,2024,28,Daños,41,40,2.5
Atacama,Tierra Amarilla,2024,29,Amenazas y Riñas,38,34,11.76
Atacama,Tierra Amarilla,2024,29,Homicidios y Femicidios,8,3,166.67
Atacama,Tierra Amarilla,2024,29,Robos con Violencia e Intimidación,33,32,3.12
Atacama,Tierra Amarilla,2024,29,Violaciones y Delitos Sexuales,9,15,-40
Atacama,Tierra Amarilla,2024,29,Ley de Control de Armas,13,15,-13.33
Atacama,Tierra Amarilla,2024,29,Delitos en Contexto de Violencia Intrafamiliar,0,0,
Atacama,Tierra Amarilla,2024,29,Consumo de Alcohol y Drogas en la Vía Pública,17,25,-32
Atacama,Tierra Amarilla,2024,29,Hurtos,1,8,-87.5
Atacama,Tierra Amarilla,2024,29,Daños,6,0,
Atacama,Tierra Amarilla,2024,30,Amenazas y Riñas,39,48,-18.75
Atacama,Tierra Amarilla,2024,30,Homicidios y Femicidios,20,28,-28.57
Atacama,Tierra Amarilla,2024,30,Robos con Violencia e Intimidación,1,0,
Atacama,Tierra Amarilla,2024,30,Violaciones y Delitos Sexuales,45,49,-8.16
Atacama,Tierra Amarilla,2024,30,Ley de Control de Armas,31,22,40.91
Atacama,Tierra Amarilla,2024,30,Delitos en Contexto de Violencia Intrafamiliar,50,52,-3.85
Atacama,Tierra Amarilla,2024,30,Consumo de Alcohol y Drogas en la Vía Pública,12,15,-20
Atacama,Tierra Amarilla,2024,30,Hurtos,44,39,12.82
Atacama,Tierra Amarilla,2024,30,Daños,37,47,-21.28
Atacama,Tierra Amarilla,2024,31,Amenazas y Riñas,22,32,-31.25
Atacama,Tierra Amarilla,2024,31,Homicidios y Femicidios,42,46,-8.7
Atacama,Tierra Amarilla,2024,31,Robos con Violencia e Intimidación,13,11,18.18
Atacama,Tierra Amarilla,2024,31,Violaciones y Delitos Sexuales,12,17,-29.41
Atacama,Tierra Amarilla,2024,31,Ley de Control de Armas,31,23,34.78
Atacama,Tierra Amarilla,2024,31,Delitos en Contexto de Violencia Intrafamiliar,34,31,9.68
Atacama,Tierra Amarilla,2024,31,Consumo de Alcohol y Drogas en la Vía Pública,50,42,19.05
Atacama,Tierra Amarilla,2024,31,Hurtos,24,18,33.33
Atacama,Tierra Amarilla,2024,31,Daños,44,39,12.82
Atacama,Tierra Amarilla,2024,32,Amenazas y Riñas,13,13,0
Atacama,Tierra Amarilla,2024,32,Homicidios y Femicidios,35,26,34.62
Atacama,Tierra Amarilla,2024,32,Robos con Violencia e Intimidación,31,23,34.78
Atacama,Tierra Amarilla,2024,32,Violaciones y Delitos Sexuales,4,0,
Atacama,Tierra Amarilla,2024,32,Ley de Control de Armas,24,20,20
Atacama,Tierra Amarilla,2024,32,Delitos en Contexto de Violencia Intrafamiliar,29,35,-17.14
Atacama,Tierra Amarilla,2024,32,Consumo de Alcohol y Drogas en la Vía Pública,20,27,-25.93
Atacama,Tierra Amarilla,2024,32,Hurtos,4,0,
Atacama,Tierra Amarilla,2024,32,Daños,20,22,-9.09
Atacama,Tierra Amarilla,2024,33,Amenazas y Riñas,37,47,-21.28
Atacama,Tierra Amarilla,2024,33,Homicidios y Femicidios,38,41,-7.32
Atacama,Tierra Amarilla,2024,33,Robos con Violencia e Intimidación,50,60,-16.67
Atacama,Tierra Amarilla,2024,33,Violaciones y Delitos Sexuales,9,5,80
Atacama,Tierra Amarilla,2024,33,Ley de Control de Armas,38,28,35.71
Atacama,Tierra Amarilla,2024,33,Delitos en Contexto de Violencia Intrafamiliar,0,0,
Atacama,Tierra Amarilla,2024,33,Consumo de Alcohol y Drogas en la Vía Pública,29,20,45
Atacama,Tierra Amarilla,2024,33,Hurtos,25,17,47.06
Atacama,Tierra Amarilla,2024,33,Daños,14,17,-17.65
Atacama,Tierra Amarilla,2024,34,Amenazas y Riñas,13,4,225
Atacama,Tierra Amarilla,2024,34,Homicidios y Femicidios,9,0,
Atacama,Tierra Amarilla,2024,34,Robos con Violencia e Intimidación,5,0,
Atacama,Tierra Amarilla,2024,34,Violaciones y Delitos Sexuales,33,36,-8.33
Atacama,Tierra Amarilla,2024,34,Ley de Control de Armas,29,21,38.1
Atacama,Tierra Amarilla,2024,34,Delitos en Contexto de Violencia Intrafamiliar,4,1,300
Atacama,Tierra Amarilla,2024,34,Consumo de Alcohol y Drogas en la Vía Pública,19,21,-9.52
Atacama,Tierra Amarilla,2024,34,Hurtos,13,19,-31.58
Atacama,Tierra Amarilla,2024,34,Daños,7,8,-12.5
Atacama,Tierra Amarilla,2024,35,Amenazas y Riñas,20,21,-4.76
Atacama,Tierra Amarilla,2024,35,Homicidios y Femicidios,33,33,0
Atacama,Tierra Amarilla,2024,35,Robos con Violencia e Intimidación,19,10,90
Atacama,Tierra Amarilla,2024,35,Violaciones y Delitos Sexuales,18,11,63.64
Atacama,Tierra Amarilla,2024,35,Ley de Control de Armas,16,6,166.67
Atacama,Tierra Amarilla,2024,35,Delitos en Contexto de Violencia Intrafamiliar,21,26,-19.23
Atacama,Tierra Amarilla,2024,35,Consumo de Alcohol y Drogas en la Vía Pública,50,48,4.17
Atacama,Tierra Amarilla,2024,35,Hurtos,5,3,66.67
Atacama,Tierra Amarilla,2024,35,Daños,38,37,2.7
Atacama,Tierra Amarilla,2024,36,Amenazas y Riñas,42,34,23.53
Atacama,Tierra Amarilla,2024,36,Homicidios y Femicidios,45,44,2.27
Atacama,Tierra Amarilla,2024,36,Robos con Violencia e Intimidación,46,48,-4.17
Atacama,Tierra Amarilla,2024,36,Violaciones y Delitos Sexuales,14,15,-6.67
Atacama,Tierra Amarilla,2024,36,Ley de Control de Armas,8,6,33.33
Atacama,Tierra Amarilla,2024,36,Delitos en Contexto de Violencia Intrafamiliar,20,14,42.86
Atacama,Tierra Amarilla,2024,36,Consumo de Alcohol y Drogas en la Vía Pública,15,7,114.29
Atacama,Tierra Amarilla,2024,36,Hurtos,16,7,128.57
Atacama,Tierra Amarilla,2024,36,Daños,1,8,-87.5
Atacama,Tierra Amarilla,2024,37,Amenazas y Riñas,15,10,50
Atacama,Tierra Amarilla,2024,37,Homicidios y Femicidios,45,41,9.76
Atacama,Tierra Amarilla,2024,37,Robos con Violencia e Intimidación,34,28,21.43
Atacama,Tierra Amarilla,2024,37,Violaciones y Delitos Sexuales,20,18,11.11
Atacama,Tierra Amarilla,2024,37,Ley de Control de Armas,9,13,-30.77
Atacama,Tierra Amarilla,2024,37,Delitos en Contexto de Violencia Intrafamiliar,15,16,-6.25
Atacama,Tierra Amarilla,2024,37,Consumo de Alcohol y Drogas en la Vía Pública,19,24,-20.83
Atacama,Tierra Amarilla,2024,37,Hurtos,46,54,-14.81
Atacama,Tierra Amarilla,2024,37,Daños,32,30,6.67
Atacama,Tierra Amarilla,2024,38,Amenazas y Riñas,37,43,-13.95
Atacama,Tierra Amarilla,2024,38,Homicidios y Femicidios,37,40,-7.5
Atacama,Tierra Amarilla,2024,38,Robos con Violencia e Intimidación,27,33,-18.18
Atacama,Tierra Amarilla,2024,38,Violaciones y Delitos Sexuales,21,26,-19.23
Atacama,Tierra Amarilla,2024,38,Ley de Control de Armas,50,45,11.11
Atacama,Tierra Amarilla,2024,38,Delitos en Contexto de Violencia Intrafamiliar,2,0,
Atacama,Tierra Amarilla,2024,38,Consumo de Alcohol y Drogas en la Vía Pública,42,48,-12.5
Atacama,Tierra Amarilla,2024,38,Hurtos,16,17,-5.88
Atacama,Tierra Amarilla,2024,38,Daños,48,42,14.29
Atacama,Tierra Amarilla,2024,39,Amenazas y Riñas,20,25,-20
Atacama,Tierra Amarilla,2024,39,Homicidios y Femicidios,36,38,-5.26
Atacama,Tierra Amarilla,2024,39,Robos con Violencia e Intimidación,36,40,-10
Atacama,Tierra Amarilla,2024,39,Violaciones y Delitos Sexuales,5,15,-66.67
Atacama,Tierra Amarilla,2024,39,Ley de Control de Armas,13,5,160
Atacama,Tierra Amarilla,2024,39,Delitos en Contexto de Violencia Intrafamiliar,26,17,52.94
Atacama,Tierra Amarilla,2024,39,Consumo de Alcohol y Drogas en la Vía Pública,18,21,-14.29
Atacama,Tierra Amarilla,2024,39,Hurtos,3,0,
Atacama,Tierra Amarilla,2024,39,Daños,41,38,7.89
Atacama,Tierra Amarilla,2024,40,Amenazas y Riñas,26,23,13.04
Atacama,Tierra Amarilla,2024,40,Homicidios y Femicidios,5,0,
Atacama,Tierra Amarilla,2024,40,Robos con Violencia e Intimidación,40,36,11.11
Atacama,Tierra Amarilla,2024,40,Violaciones y Delitos Sexuales,31,40,-22.5
Atacama,Tierra Amarilla,2024,40,Ley de Control de Armas,20,26,-23.08
Atacama,Tierra Amarilla,2024,40,Delitos en Contexto de Violencia Intrafamiliar,31,28,10.71
Atacama,Tierra Amarilla,2024,40,Consumo de Alcohol y Drogas en la Vía Pública,28,29,-3.45
Atacama,Tierra Amarilla,2024,40,Hurtos,13,11,18.18
Atacama,Tierra Amarilla,2024,40,Daños,28,36,-22.22
Atacama,Tierra Amarilla,2024,41,Amenazas y Riñas,22,27,-18.52
Atacama,Tierra Amarilla,2024,41,Homicidios y Femicidios,38,40,-5
Atacama,Tierra Amarilla,2024,41,Robos con Violencia e Intimidación,33,40,-17.5
Atacama,Tierra Amarilla,2024,41,Violaciones y Delitos Sexuales,32,39,-17.95
Atacama,Tierra Amarilla,2024,41,Ley de Control de Armas,25,20,25
Atacama,Tierra Amarilla,2024,41,Delitos en Contexto de Violencia Intrafamiliar,50,48,4.17
Atacama,Tierra Amarilla,2024,41,Consumo de Alcohol y Drogas en la Vía Pública,10,2,400
Atacama,Tierra Amarilla,2024,41,Hurtos,27,17,58.82
Atacama,Tierra Amarilla,2024,41,Daños,34,44,-22.73
Atacama,Tierra Amarilla,2024,42,Amenazas y Riñas,9,11,-18.18
Atacama,Tierra Amarilla,2024,42,Homicidios y Femicidios,48,48,0
Atacama,Tierra Amarilla,2024,42,Robos con Violencia e Intimidación,19,11,72.73
Atacama,Tierra Amarilla,2024,42,Violaciones y Delitos Sexuales,22,13,69.23
Atacama,Tierra Amarilla,2024,42,Ley de Control de Armas,27,22,22.73
Atacama,Tierra Amarilla,2024,42,Delitos en Contexto de Violencia Intrafamiliar,24,19,26.32
Atacama,Tierra Amarilla,2024,42,Consumo de Alcohol y Drogas en la Vía Pública,2,0,
Atacama,Tierra Amarilla,2024,42,Hurtos,37,32,15.62
Atacama,Tierra Amarilla,2024,42,Daños,0,0,
Atacama,Tierra Amarilla,2024,43,Amenazas y Riñas,17,26,-34.62
Atacama,Tierra Amarilla,2024,43,Homicidios y Femicidios,41,33,24.24
Atacama,Tierra Amarilla,2024,43,Robos con Violencia e Intimidación,19,28,-32.14
Atacama,Tierra Amarilla,2024,43,Violaciones y Delitos Sexuales,36,33,9.09
Atacama,Tierra Amarilla,2024,43,Ley de Control de Armas,18,16,12.5
Atacama,Tierra Amarilla,2024,43,Delitos en Contexto de Violencia Intrafamiliar,10,4,150
Atacama,Tierra Amarilla,2024,43,Consumo de Alcohol y Drogas en la Vía Pública,14,24,-41.67
Atacama,Tierra Amarilla,2024,43,Hurtos,29,28,3.57
Atacama,Tierra Amarilla,2024,43,Daños,11,10,10
Atacama,Tierra Amarilla,2024,44,Amenazas y Riñas,13,12,8.33
Atacama,Tierra Amarilla,2024,44,Homicidios y Femicidios,19,14,35.71
Atacama,Tierra Amarilla,2024,44,Robos con Violencia e Intimidación,26,19,36.84
Atacama,Tierra Amarilla,2024,44,Violaciones y Delitos Sexuales,31,23,34.78
Atacama,Tierra Amarilla,2024,44,Ley de Control de Armas,38,35,8.57
Atacama,Tierra Amarilla,2024,44,Delitos en Contexto de Violencia Intrafamiliar,23,28,-17.86
Atacama,Tierra Amarilla,2024,44,Consumo de Alcohol y Drogas en la Vía Pública,19,19,0
Atacama,Tierra Amarilla,2024,44,Hurtos,20,23,-13.04
Atacama,Tierra Amarilla,2024,44,Daños,29,38,-23.68
Atacama,Tierra Amarilla,2024,45,Amenazas y Riñas,43,38,13.16
Atacama,Tierra Amarilla,2024,45,Homicidios y Femicidios,22,12,83.33
Atacama,Tierra Amarilla,2024,45,Robos con Violencia e Intimidación,40,50,-20
Atacama,Tierra Amarilla,2024,45,Violaciones y Delitos Sexuales,19,9,111.11
Atacama,Tierra Amarilla,2024,45,Ley de Control de Armas,40,36,11.11
Atacama,Tierra Amarilla,2024,45,Delitos en Contexto de Violencia Intrafamiliar,50,54,-7.41
Atacama,Tierra Amarilla,2024,45,Consumo de Alcohol y Drogas en la Vía Pública,31,26,19.23
Atacama,Tierra Amarilla,2024,45,Hurtos,12,11,9.09
Atacama,Tierra Amarilla,2024,45,Daños,50,52,-3.85
Atacama,Tierra Amarilla,2024,46,Amenazas y Riñas,30,28,7.14
Atacama,Tierra Amarilla,2024,46,Homicidios y Femicidios,31,26,19.23
Atacama,Tierra Amarilla,2024,46,Robos con Violencia e Intimidación,44,54,-18.52
Atacama,Tierra Amarilla,2024,46,Violaciones y Delitos Sexuales,26,27,-3.7
Atacama,Tierra Amarilla,2024,46,Ley de Control de Armas,10,2,400
Atacama,Tierra Amarilla,2024,46,Delitos en Contexto de Violencia Intrafamiliar,18,25,-28
Atacama,Tierra Amarilla,2024,46,Consumo de Alcohol y Drogas en la Vía Pública,8,8,0
Atacama,Tierra Amarilla,2024,46,Hurtos,26,26,0
Atacama,Tierra Amarilla,2024,46,Daños,30,21,42.86
Atacama,Tierra Amarilla,2024,47,Amenazas y Riñas,29,35,-17.14
Atacama,Tierra Amarilla,2024,47,Homicidios y Femicidios,46,39,17.95
Atacama,Tierra Amarilla,2024,47,Robos con Violencia e Intimidación,45,52,-13.46
Atacama,Tierra Amarilla,2024,47,Violaciones y Delitos Sexuales,35,40,-12.5
Atacama,Tierra Amarilla,2024,47,Ley de Control de Armas,4,10,-60
Atacama,Tierra Amarilla,2024,47,Delitos en Contexto de Violencia Intrafamiliar,16,12,33.33
Atacama,Tierra Amarilla,2024,47,Consumo de Alcohol y Drogas en la Vía Pública,46,47,-2.13
Atacama,Tierra Amarilla,2024,47,Hurtos,15,23,-34.78
Atacama,Tierra Amarilla,2024,47,Daños,39,32,21.88
Atacama,Tierra Amarilla,2024,48,Amenazas y Riñas,7,0,
Atacama,Tierra Amarilla,2024,48,Homicidios y Femicidios,14,17,-17.65
Atacama,Tierra Amarilla,2024,48,Robos con Violencia e Intimidación,25,18,38.89
Atacama,Tierra Amarilla,2024,48,Violaciones y Delitos Sexuales,23,20,15
Atacama,Tierra Amarilla,2024,48,Ley de Control de Armas,40,33,21.21
Atacama,Tierra Amarilla,2024,48,Delitos en Contexto de Violencia Intrafamiliar,32,35,-8.57
Atacama,Tierra Amarilla,2024,48,Consumo de Alcohol y Drogas en la Vía Pública,40,36,11.11
Atacama,Tierra Amarilla,2024,48,Hurtos,39,46,-15.22
Atacama,Tierra Amarilla,2024,48,Daños,17,18,-5.56
Atacama,Tierra Amarilla,2024,49,Amenazas y Riñas,46,52,-11.54
Atacama,Tierra Amarilla,2024,49,Homicidios y Femicidios,2,5,-60
Atacama,Tierra Amarilla,2024,49,Robos con Violencia e Intimidación,48,47,2.13
Atacama,Tierra Amarilla,2024,49,Violaciones y Delitos Sexuales,28,31,-9.68
Atacama,Tierra Amarilla,2024,49,Ley de Control de Armas,19,27,-29.63
Atacama,Tierra Amarilla,2024,49,Delitos en Contexto de Violencia Intrafamiliar,22,28,-21.43
Atacama,Tierra Amarilla,2024,49,Consumo de Alcohol y Drogas en la Vía Pública,30,20,50
Atacama,Tierra Amarilla,2024,49,Hurtos,0,7,-100
Atacama,Tierra Amarilla,2024,49,Daños,44,39,12.82
Atacama,Tierra Amarilla,2024,50,Amenazas y Riñas,5,0,
Atacama,Tierra Amarilla,2024,50,Homicidios y Femicidios,11,19,-42.11
Atacama,Tierra Amarilla,2024,50,Robos con Violencia e Intimidación,23,23,0
Atacama,Tierra Amarilla,2024,50,Violaciones y Delitos Sexuales,44,46,-4.35
Atacama,Tierra Amarilla,2024,50,Ley de Control de Armas,16,17,-5.88
Atacama,Tierra Amarilla,2024,50,Delitos en Contexto de Violencia Intrafamiliar,27,35,-22.86
Atacama,Tierra Amarilla,2024,50,Consumo de Alcohol y Drogas en la Vía Pública,27,19,42.11
Atacama,Tierra Amarilla,2024,50,Hurtos,28,20,40
Atacama,Tierra Amarilla,2024,50,Daños,39,47,-17.02
Atacama,Tierra Amarilla,2024,51,Amenazas y Riñas,26,35,-25.71
Atacama,Tierra Amarilla,2024,51,Homicidios y Femicidios,37,35,5.71
Atacama,Tierra Amarilla,2024,51,Robos con Violencia e Intimidación,17,8,112.5
Atacama,Tierra Amarilla,2024,51,Violaciones y Delitos Sexuales,6,1,500
Atacama,Tierra Amarilla,2024,51,Ley de Control de Armas,10,20,-50
Atacama,Tierra Amarilla,2024,51,Delitos en Contexto de Violencia Intrafamiliar,3,6,-50
Atacama,Tierra Amarilla,2024,51,Consumo de Alcohol y Drogas en la Vía Pública,15,5,200
Atacama,Tierra Amarilla,2024,51,Hurtos,27,25,8
Atacama,Tierra Amarilla,2024,51,Daños,4,7,-42.86
Atacama,Tierra Amarilla,2024,52,Amenazas y Riñas,41,44,-6.82
Atacama,Tierra Amarilla,2024,52,Homicidios y Femicidios,35,37,-5.41
Atacama,Tierra Amarilla,2024,52,Robos con Violencia e Intimidación,7,12,-41.67
Atacama,Tierra Amarilla,2024,52,Violaciones y Delitos Sexuales,7,0,
Atacama,Tierra Amarilla,2024,52,Ley de Control de Armas,41,48,-14.58
Atacama,Tierra Amarilla,2024,52,Delitos en Contexto de Violencia Intrafamiliar,39,47,-17.02
Atacama,Tierra Amarilla,2024,52,Consumo de Alcohol y Drogas en la Vía Pública,2,0,
Atacama,Tierra Amarilla,2024,52,Hurtos,15,10,50
Atacama,Tierra Amarilla,2024,52,Daños,36,32,12.5
Atacama,Tierra Amarilla,2025,1,Amenazas y Riñas,46,50,-8
Atacama,Tierra Amarilla,2025,1,Homicidios y Femicidios,46,55,-16.36
Atacama,Tierra Amarilla,2025,1,Robos con Violencia e Intimidación,24,34,-29.41
Atacama,Tierra Amarilla,2025,1,Violaciones y Delitos Sexuales,18,13,38.46
Atacama,Tierra Amarilla,2025,1,Ley de Control de Armas,43,45,-4.44
Atacama,Tierra Amarilla,2025,1,Delitos en Contexto de Violencia Intrafamiliar,3,12,-75
Atacama,Tierra Amarilla,2025,1,Consumo de Alcohol y Drogas en la Vía Pública,24,30,-20
Atacama,Tierra Amarilla,2025,1,Hurtos,20,16,25
Atacama,Tierra Amarilla,2025,1,Daños,9,16,-43.75
Atacama,Tierra Amarilla,2025,2,Amenazas y Riñas,20,16,25
Atacama,Tierra Amarilla,2025,2,Homicidios y Femicidios,49,57,-14.04
Atacama,Tierra Amarilla,2025,2,Robos con Violencia e Intimidación,16,24,-33.33
Atacama,Tierra Amarilla,2025,2,Violaciones y Delitos Sexuales,47,42,11.9
Atacama,Tierra Amarilla,2025,2,Ley de Control de Armas,8,0,
Atacama,Tierra Amarilla,2025,2,Delitos en Contexto de Violencia Intrafamiliar,42,34,23.53
Atacama,Tierra Amarilla,2025,2,Consumo de Alcohol y Drogas en la Vía Pública,9,14,-35.71
Atacama,Tierra Amarilla,2025,2,Hurtos,4,13,-69.23
Atacama,Tierra Amarilla,2025,2,Daños,21,25,-16
Atacama,Tierra Amarilla,2025,3,Amenazas y Riñas,48,58,-17.24
Atacama,Tierra Amarilla,2025,3,Homicidios y Femicidios,9,16,-43.75
Atacama,Tierra Amarilla,2025,3,Robos con Violencia e Intimidación,2,0,
Atacama,Tierra Amarilla,2025,3,Violaciones y Delitos Sexuales,1,4,-75
Atacama,Tierra Amarilla,2025,3,Ley de Control de Armas,5,15,-66.67
Atacama,Tierra Amarilla,2025,3,Delitos en Contexto de Violencia Intrafamiliar,23,22,4.55
Atacama,Tierra Amarilla,2025,3,Consumo de Alcohol y Drogas en la Vía Pública,25,20,25
Atacama,Tierra Amarilla,2025,3,Hurtos,34,34,0
Atacama,Tierra Amarilla,2025,3,Daños,17,17,0
Atacama,Tierra Amarilla,2025,4,Amenazas y Riñas,49,57,-14.04
Atacama,Tierra Amarilla,2025,4,Homicidios y Femicidios,49,57,-14.04
Atacama,Tierra Amarilla,2025,4,Robos con Violencia e Intimidación,10,1,900
Atacama,Tierra Amarilla,2025,4,Violaciones y Delitos Sexuales,27,25,8
Atacama,Tierra Amarilla,2025,4,Ley de Control de Armas,5,12,-58.33
Atacama,Tierra Amarilla,2025,4,Delitos en Contexto de Violencia Intrafamiliar,4,0,
Atacama,Tierra Amarilla,2025,4,Consumo de Alcohol y Drogas en la Vía Pública,12,5,140
Atacama,Tierra Amarilla,2025,4,Hurtos,11,19,-42.11
Atacama,Tierra Amarilla,2025,4,Daños,26,32,-18.75
Atacama,Tierra Amarilla,2025,5,Amenazas y Riñas,1,10,-90
Atacama,Tierra Amarilla,2025,5,Homicidios y Femicidios,14,4,250
Atacama,Tierra Amarilla,2025,5,Robos con Violencia e Intimidación,38,29,31.03
Atacama,Tierra Amarilla,2025,5,Violaciones y Delitos Sexuales,25,33,-24.24
Atacama,Tierra Amarilla,2025,5,Ley de Control de Armas,33,26,26.92
Atacama,Tierra Amarilla,2025,5,Delitos en Contexto de Violencia Intrafamiliar,4,7,-42.86
Atacama,Tierra Amarilla,2025,5,Consumo de Alcohol y Drogas en la Vía Pública,33,30,10
Atacama,Tierra Amarilla,2025,5,Hurtos,26,22,18.18
Atacama,Tierra Amarilla,2025,5,Daños,47,49,-4.08
Atacama,Tierra Amarilla,2025,6,Amenazas y Riñas,7,9,-22.22
Atacama,Tierra Amarilla,2025,6,Homicidios y Femicidios,30,37,-18.92
Atacama,Tierra Amarilla,2025,6,Robos con Violencia e Intimidación,22,23,-4.35
Atacama,Tierra Amarilla,2025,6,Violaciones y Delitos Sexuales,47,38,23.68
Atacama,Tierra Amarilla,2025,6,Ley de Control de Armas,49,52,-5.77
Atacama,Tierra Amarilla,2025,6,Delitos en Contexto de Violencia Intrafamiliar,9,16,-43.75
Atacama,Tierra Amarilla,2025,6,Consumo de Alcohol y Drogas en la Vía Pública,9,0,
Atacama,Tierra Amarilla,2025,6,Hurtos,7,9,-22.22
Atacama,Tierra Amarilla,2025,6,Daños,42,32,31.25
Atacama,Tierra Amarilla,2025,7,Amenazas y Riñas,21,27,-22.22
Atacama,Tierra Amarilla,2025,7,Homicidios y Femicidios,19,19,0
Atacama,Tierra Amarilla,2025,7,Robos con Violencia e Intimidación,25,32,-21.88
Atacama,Tierra Amarilla,2025,7,Violaciones y Delitos Sexuales,5,7,-28.57
Atacama,Tierra Amarilla,2025,7,Ley de Control de Armas,33,25,32
Atacama,Tierra Amarilla,2025,7,Delitos en Contexto de Violencia Intrafamiliar,13,3,333.33
Atacama,Tierra Amarilla,2025,7,Consumo de Alcohol y Drogas en la Vía Pública,8,0,
Atacama,Tierra Amarilla,2025,7,Hurtos,22,21,4.76
Atacama,Tierra Amarilla,2025,7,Daños,49,53,-7.55
Atacama,Tierra Amarilla,2025,8,Amenazas y Riñas,41,32,28.12
Atacama,Tierra Amarilla,2025,8,Homicidios y Femicidios,42,49,-14.29
Atacama,Tierra Amarilla,2025,8,Robos con Violencia e Intimidación,16,15,6.67
Atacama,Tierra Amarilla,2025,8,Violaciones y Delitos Sexuales,11,18,-38.89
Atacama,Tierra Amarilla,2025,8,Ley de Control de Armas,33,23,43.48
Atacama,Tierra Amarilla,2025,8,Delitos en Contexto de Violencia Intrafamiliar,43,33,30.3
Atacama,Tierra Amarilla,2025,8,Consumo de Alcohol y Drogas en la Vía Pública,50,50,0
Atacama,Tierra Amarilla,2025,8,Hurtos,33,42,-21.43
Atacama,Tierra Amarilla,2025,8,Daños,5,13,-61.54
Atacama,Tierra Amarilla,2025,9,Amenazas y Riñas,21,17,23.53
Atacama,Tierra Amarilla,2025,9,Homicidios y Femicidios,49,52,-5.77
Atacama,Tierra Amarilla,2025,9,Robos con Violencia e Intimidación,6,4,50
Atacama,Tierra Amarilla,2025,9,Violaciones y Delitos Sexuales,43,43,0
Atacama,Tierra Amarilla,2025,9,Ley de Control de Armas,11,19,-42.11
Atacama,Tierra Amarilla,2025,9,Delitos en Contexto de Violencia Intrafamiliar,40,41,-2.44
Atacama,Tierra Amarilla,2025,9,Consumo de Alcohol y Drogas en la Vía Pública,39,36,8.33
Atacama,Tierra Amarilla,2025,9,Hurtos,1,0,
Atacama,Tierra Amarilla,2025,9,Daños,18,11,63.64
