Region,Comuna,Anio,Mes,Categoria,Frecuencia,Tasa_por_100k,IDI
Coquimbo,La Serena,2024,12,Consumo de Alcohol y Drogas en la Vía Pública,378,231.02,122.7
Coquimbo,La Serena,2024,12,Hurtos,471,322.88,172.8
Coquimbo,La Serena,2024,12,Daños,144,270.92,118.6
Coquimbo,La Serena,2025,1,Amenazas y Riñas,211,185,177.6
Coquimbo,La Serena,2025,1,Homicidios y Femicidios,374,233.12,151.7
Coquimbo,La Serena,2025,1,Robos con Violencia e Intimidación,209,181.32,74.2
Coquimbo,La Serena,2025,1,Violaciones y Delitos Sexuales,402,253.11,104.1
Coquimbo,La Serena,2025,1,Ley de Control de Armas,147,110.18,65.1
Coquimbo,La Serena,2025,1,Delitos en Contexto de Violencia Intrafamiliar,293,165.57,123.3
Coquimbo,La Serena,2025,1,Consumo de Alcohol y Drogas en la Vía Pública,333,166.74,160.9
Coquimbo,La Serena,2025,1,Hurtos,207,110.53,86.7
Coquimbo,La Serena,2025,1,Daños,313,615.35,89.1
Coquimbo,La Serena,2025,2,Amenazas y Riñas,452,296.95,114.6
Coquimbo,La Serena,2025,2,Homicidios y Femicidios,128,82.07,68.4
Coquimbo,La Serena,2025,2,Robos con Violencia e Intimidación,93,64.24,156.7
Coquimbo,La Serena,2025,2,Violaciones y Delitos Sexuales,336,285.06,82.9
Coquimbo,La Serena,2025,2,Ley de Control de Armas,438,266.3,51.9
Coquimbo,La Serena,2025,2,Delitos en Contexto de Violencia Intrafamiliar,295,148.6,159.9
Coquimbo,La Serena,2025,2,Consumo de Alcohol y Drogas en la Vía Pública,6,6.34,191.8
Coquimbo,La Serena,2025,2,Hurtos,473,468.88,145.3
Coquimbo,La Serena,2025,2,Daños,440,814.11,114.1
Coquimbo,La Serena,2025,3,Amenazas y Riñas,333,364.79,133.7
Coquimbo,La Serena,2025,3,Homicidios y Femicidios,435,454.74,159.7
Coquimbo,La Serena,2025,3,Robos con Violencia e Intimidación,188,255.82,76.8
Coquimbo,La Serena,2025,3,Violaciones y Delitos Sexuales,389,203.38,119.3
Coquimbo,La Serena,2025,3,Ley de Control de Armas,366,427.29,55.2
Coquimbo,La Serena,2025,3,Delitos en Contexto de Violencia Intrafamiliar,443,232.45,119.3
Coquimbo,La Serena,2025,3,Consumo de Alcohol y Drogas en la Vía Pública,222,129.49,64.6
Coquimbo,La Serena,2025,3,Hurtos,411,379.28,74.6
Coquimbo,La Serena,2025,3,Daños,440,462.91,131.4
Coquimbo,La Serena,2025,4,Amenazas y Riñas,9,15.45,196.9
Coquimbo,La Serena,2025,4,Homicidios y Femicidios,55,32.77,126.3
Coquimbo,La Serena,2025,4,Robos con Violencia e Intimidación,295,167.69,196.7
Coquimbo,La Serena,2025,4,Violaciones y Delitos Sexuales,466,302.31,140.3
Coquimbo,La Serena,2025,4,Ley de Control de Armas,418,374.81,158.8
Coquimbo,La Serena,2025,4,Delitos en Contexto de Violencia Intrafamiliar,330,386.93,151.1
Coquimbo,La Serena,2025,4,Consumo de Alcohol y Drogas en la Vía Pública,152,146.23,76.1
Coquimbo,La Serena,2025,4,Hurtos,22,29.41,195.2
Coquimbo,La Serena,2025,4,Daños,331,217.98,94.4
Coquimbo,La Serena,2025,5,Amenazas y Riñas,100,108.11,152.1
Coquimbo,La Serena,2025,5,Homicidios y Femicidios,94,48.37,81
Coquimbo,La Serena,2025,5,Robos con Violencia e Intimidación,153,201.57,70.9
Coquimbo,La Serena,2025,5,Violaciones y Delitos Sexuales,344,173.68,158.3
Coquimbo,La Serena,2025,5,Ley de Control de Armas,103,93.84,173.1
Coquimbo,La Serena,2025,5,Delitos en Contexto de Violencia Intrafamiliar,94,79.88,125.5
Coquimbo,La Serena,2025,5,Consumo de Alcohol y Drogas en la Vía Pública,340,173.58,143.1
Coquimbo,La Serena,2025,5,Hurtos,437,834.45,200
Coquimbo,La Serena,2025,5,Daños,276,229.94,58.9
Coquimbo,La Serena,2025,6,Amenazas y Riñas,392,450.26,140.9
Coquimbo,La Serena,2025,6,Homicidios y Femicidios,120,64.65,52.1
Coquimbo,La Serena,2025,6,Robos con Violencia e Intimidación,335,213.37,99.9
Coquimbo,La Serena,2025,6,Violaciones y Delitos Sexuales,137,74.37,159.3
Coquimbo,La Serena,2025,6,Ley de Control de Armas,278,139.38,127.9
Coquimbo,La Serena,2025,6,Delitos en Contexto de Violencia Intrafamiliar,129,72.18,175.5
Coquimbo,La Serena,2025,6,Consumo de Alcohol y Drogas en la Vía Pública,280,183.55,191.5
Coquimbo,La Serena,2025,6,Hurtos,241,142.03,103.1
Coquimbo,La Serena,2025,6,Daños,473,458.41,111.5
Coquimbo,La Serena,2025,7,Amenazas y Riñas,238,226.84,124.5
Coquimbo,La Serena,2025,7,Homicidios y Femicidios,65,43.63,56.1
Coquimbo,La Serena,2025,7,Robos con Violencia e Intimidación,403,308.68,119.1
Coquimbo,La Serena,2025,7,Violaciones y Delitos Sexuales,317,229.96,104.1
Coquimbo,La Serena,2025,7,Ley de Control de Armas,61,44.46,87.5
Coquimbo,La Serena,2025,7,Delitos en Contexto de Violencia Intrafamiliar,384,530.86,129.4
Coquimbo,La Serena,2025,7,Consumo de Alcohol y Drogas en la Vía Pública,217,210.3,95.5
Coquimbo,La Serena,2025,7,Hurtos,76,72.15,128.8
Coquimbo,La Serena,2025,7,Daños,300,423.84,120.7
Coquimbo,La Serena,2025,8,Amenazas y Riñas,84,74.66,177.4
Coquimbo,La Serena,2025,8,Homicidios y Femicidios,142,231.45,170
Coquimbo,La Serena,2025,8,Robos con Violencia e Intimidación,154,131.14,177.9
Coquimbo,La Serena,2025,8,Violaciones y Delitos Sexuales,374,282.65,89.3
Coquimbo,La Serena,2025,8,Ley de Control de Armas,428,266.29,112.6
Coquimbo,La Serena,2025,8,Delitos en Contexto de Violencia Intrafamiliar,477,367,109.3
Coquimbo,La Serena,2025,8,Consumo de Alcohol y Drogas en la Vía Pública,341,306.53,58.6
Coquimbo,La Serena,2025,8,Hurtos,173,168.52,112.3
Coquimbo,La Serena,2025,8,Daños,47,51.37,58.7
Coquimbo,La Serena,2025,9,Amenazas y Riñas,414,335.95,166.3
Coquimbo,La Serena,2025,9,Homicidios y Femicidios,198,146.57,59.4
Coquimbo,La Serena,2025,9,Robos con Violencia e Intimidación,154,119.39,147.4
Coquimbo,La Serena,2025,9,Violaciones y Delitos Sexuales,49,37.53,127.6
Coquimbo,La Serena,2025,9,Ley de Control de Armas,416,264.5,69.7
Coquimbo,La Serena,2025,9,Delitos en Contexto de Violencia Intrafamiliar,13,6.61,79.8
Coquimbo,La Serena,2025,9,Consumo de Alcohol y Drogas en la Vía Pública,182,94.15,175.3
Coquimbo,La Serena,2025,9,Hurtos,484,359.92,138.3
Coquimbo,La Serena,2025,9,Daños,227,216.28,117.5
Coquimbo,La Serena,2025,10,Amenazas y Riñas,131,112.21,148.4
Coquimbo,La Serena,2025,10,Homicidios y Femicidios,280,464.18,98.3
Coquimbo,La Serena,2025,10,Robos con Violencia e Intimidación,104,90.41,112.7
Coquimbo,La Serena,2025,10,Violaciones y Delitos Sexuales,420,212.26,94.7
Coquimbo,La Serena,2025,10,Ley de Control de Armas,140,89.69,145.2
Coquimbo,La Serena,2025,10,Delitos en Contexto de Violencia Intrafamiliar,242,310.59,74.2
Coquimbo,La Serena,2025,10,Consumo de Alcohol y Drogas en la Vía Pública,133,142.61,80.8
Coquimbo,La Serena,2025,10,Hurtos,323,521.57,126.9
Coquimbo,La Serena,2025,10,Daños,229,116.4,130.5
Coquimbo,La Serena,2025,11,Amenazas y Riñas,143,97.52,113.8
Coquimbo,La Serena,2025,11,Homicidios y Femicidios,434,222.86,193.4
Coquimbo,La Serena,2025,11,Robos con Violencia e Intimidación,301,259.45,194.8
Coquimbo,La Serena,2025,11,Violaciones y Delitos Sexuales,126,153.55,187.7
Coquimbo,La Serena,2025,11,Ley de Control de Armas,49,72.05,183.7
Coquimbo,La Serena,2025,11,Delitos en Contexto de Violencia Intrafamiliar,239,126.1,137.3
Coquimbo,La Serena,2025,11,Consumo de Alcohol y Drogas en la Vía Pública,266,522.55,100.9
Coquimbo,La Serena,2025,11,Hurtos,132,101.84,73.3
Coquimbo,La Serena,2025,11,Daños,376,297.31,158.8
Coquimbo,La Serena,2025,12,Amenazas y Riñas,68,34.92,161.4
Coquimbo,La Serena,2025,12,Homicidios y Femicidios,366,338.41,166.9
Coquimbo,La Serena,2025,12,Robos con Violencia e Intimidación,386,693.37,135.8
Coquimbo,La Serena,2025,12,Violaciones y Delitos Sexuales,405,205.53,179.6
Coquimbo,La Serena,2025,12,Ley de Control de Armas,140,225.39,187.6
Coquimbo,La Serena,2025,12,Delitos en Contexto de Violencia Intrafamiliar,118,73.8,114.6
Coquimbo,La Serena,2025,12,Consumo de Alcohol y Drogas en la Vía Pública,194,381.95,141.8
Coquimbo,La Serena,2025,12,Hurtos,458,260.08,93.2
Coquimbo,La Serena,2025,12,Daños,335,575.53,79.9
Coquimbo,Coquimbo,2021,1,Amenazas y Riñas,463,348.44,161.3
Coquimbo,Coquimbo,2021,1,Homicidios y Femicidios,97,156.59,122.8
Coquimbo,Coquimbo,2021,1,Robos con Violencia e Intimidación,90,146.81,148
Coquimbo,Coquimbo,2021,1,Violaciones y Delitos Sexuales,128,97.77,70.8
Coquimbo,Coquimbo,2021,1,Ley de Control de Armas,161,202.05,66.5
Coquimbo,Coquimbo,2021,1,Delitos en Contexto de Violencia Intrafamiliar,363,354.16,50.8
Coquimbo,Coquimbo,2021,1,Consumo de Alcohol y Drogas en la Vía Pública,418,236.58,129.2
Coquimbo,Coquimbo,2021,1,Hurtos,417,213.75,62.6
Coquimbo,Coquimbo,2021,1,Daños,152,145.33,141.5
Coquimbo,Coquimbo,2021,2,Amenazas y Riñas,294,216.62,125.8
Coquimbo,Coquimbo,2021,2,Homicidios y Femicidios,45,40.26,168.2
Coquimbo,Coquimbo,2021,2,Robos con Violencia e Intimidación,245,145.26,162
Coquimbo,Coquimbo,2021,2,Violaciones y Delitos Sexuales,485,428.35,180.1
Coquimbo,Coquimbo,2021,2,Ley de Control de Armas,389,309.22,126.7
Coquimbo,Coquimbo,2021,2,Delitos en Contexto de Violencia Intrafamiliar,69,40.6,63
Coquimbo,Coquimbo,2021,2,Consumo de Alcohol y Drogas en la Vía Pública,320,172.1,181.9
Coquimbo,Coquimbo,2021,2,Hurtos,473,730.93,190
Coquimbo,Coquimbo,2021,2,Daños,335,266.92,195
Coquimbo,Coquimbo,2021,3,Amenazas y Riñas,123,160.86,127.3
Coquimbo,Coquimbo,2021,3,Homicidios y Femicidios,112,107.42,145.9
Coquimbo,Coquimbo,2021,3,Robos con Violencia e Intimidación,197,188.67,198.7
Coquimbo,Coquimbo,2021,3,Violaciones y Delitos Sexuales,9,4.55,188.2
Coquimbo,Coquimbo,2021,3,Ley de Control de Armas,455,256.56,155.7
Coquimbo,Coquimbo,2021,3,Delitos en Contexto de Violencia Intrafamiliar,9,9.06,138.8
Coquimbo,Coquimbo,2021,3,Consumo de Alcohol y Drogas en la Vía Pública,385,670.77,173.6
Coquimbo,Coquimbo,2021,3,Hurtos,282,350.66,194.7
Coquimbo,Coquimbo,2021,3,Daños,110,61.17,176.2
Coquimbo,Coquimbo,2021,4,Amenazas y Riñas,485,382.29,177
Coquimbo,Coquimbo,2021,4,Homicidios y Femicidios,251,136.85,172.7
Coquimbo,Coquimbo,2021,4,Robos con Violencia e Intimidación,371,239.49,93.2
Coquimbo,Coquimbo,2021,4,Violaciones y Delitos Sexuales,229,364.73,156.5
Coquimbo,Coquimbo,2021,4,Ley de Control de Armas,15,7.63,154.7
Coquimbo,Coquimbo,2021,4,Delitos en Contexto de Violencia Intrafamiliar,250,192.68,114.9
Coquimbo,Coquimbo,2021,4,Consumo de Alcohol y Drogas en la Vía Pública,293,167.72,118.7
Coquimbo,Coquimbo,2021,4,Hurtos,302,167.51,163.3
Coquimbo,Coquimbo,2021,4,Daños,86,130.36,179.4
Coquimbo,Coquimbo,2021,5,Amenazas y Riñas,247,388,115.6
Coquimbo,Coquimbo,2021,5,Homicidios y Femicidios,296,365.26,127
Coquimbo,Coquimbo,2021,5,Robos con Violencia e Intimidación,293,327.06,53.3
Coquimbo,Coquimbo,2021,5,Violaciones y Delitos Sexuales,103,173.76,72
Coquimbo,Coquimbo,2021,5,Ley de Control de Armas,97,142.61,102.8
Coquimbo,Coquimbo,2021,5,Delitos en Contexto de Violencia Intrafamiliar,473,238.09,192.2
Coquimbo,Coquimbo,2021,5,Consumo de Alcohol y Drogas en la Vía Pública,17,8.52,125.8
Coquimbo,Coquimbo,2021,5,Hurtos,82,55.19,133.9
Coquimbo,Coquimbo,2021,5,Daños,484,249.58,83.2
Coquimbo,Coquimbo,2021,6,Amenazas y Riñas,397,232.71,93.8
Coquimbo,Coquimbo,2021,6,Homicidios y Femicidios,202,325.09,109.9
Coquimbo,Coquimbo,2021,6,Robos con Violencia e Intimidación,94,71.69,181.6
Coquimbo,Coquimbo,2021,6,Violaciones y Delitos Sexuales,38,21.39,155.4
Coquimbo,Coquimbo,2021,6,Ley de Control de Armas,426,223.68,94.6
Coquimbo,Coquimbo,2021,6,Delitos en Contexto de Violencia Intrafamiliar,253,245.33,123.6
Coquimbo,Coquimbo,2021,6,Consumo de Alcohol y Drogas en la Vía Pública,350,231.52,134.6
Coquimbo,Coquimbo,2021,6,Hurtos,206,325.53,108.1
Coquimbo,Coquimbo,2021,6,Daños,180,93.47,140.4
Coquimbo,Coquimbo,2021,7,Amenazas y Riñas,471,666.94,157.6
Coquimbo,Coquimbo,2021,7,Homicidios y Femicidios,130,121.61,146.5
Coquimbo,Coquimbo,2021,7,Robos con Violencia e Intimidación,54,32.03,145
Coquimbo,Coquimbo,2021,7,Violaciones y Delitos Sexuales,302,265.45,137.5
Coquimbo,Coquimbo,2021,7,Ley de Control de Armas,68,69.23,69.1
Coquimbo,Coquimbo,2021,7,Delitos en Contexto de Violencia Intrafamiliar,102,182.83,120.4
Coquimbo,Coquimbo,2021,7,Consumo de Alcohol y Drogas en la Vía Pública,143,149.06,129
Coquimbo,Coquimbo,2021,7,Hurtos,276,269.45,81.8
Coquimbo,Coquimbo,2021,7,Daños,293,207.58,160.7
Coquimbo,Coquimbo,2021,8,Amenazas y Riñas,491,307.05,186.5
Coquimbo,Coquimbo,2021,8,Homicidios y Femicidios,429,381.24,99.8
Coquimbo,Coquimbo,2021,8,Robos con Violencia e Intimidación,401,372.71,167.8
Coquimbo,Coquimbo,2021,8,Violaciones y Delitos Sexuales,123,184.68,153.4
Coquimbo,Coquimbo,2021,8,Ley de Control de Armas,153,156.89,191.6
Coquimbo,Coquimbo,2021,8,Delitos en Contexto de Violencia Intrafamiliar,334,184.86,81.8
Coquimbo,Coquimbo,2021,8,Consumo de Alcohol y Drogas en la Vía Pública,70,97.75,69.3
Coquimbo,Coquimbo,2021,8,Hurtos,239,328.97,173
Coquimbo,Coquimbo,2021,8,Daños,76,54.26,86.8
Coquimbo,Coquimbo,2021,9,Amenazas y Riñas,160,82.73,108.1
Coquimbo,Coquimbo,2021,9,Homicidios y Femicidios,170,122.77,82.1
Coquimbo,Coquimbo,2021,9,Robos con Violencia e Intimidación,210,302.86,164.8
Coquimbo,Coquimbo,2021,9,Violaciones y Delitos Sexuales,410,328.83,194
Coquimbo,Coquimbo,2021,9,Ley de Control de Armas,430,387.28,95
Coquimbo,Coquimbo,2021,9,Delitos en Contexto de Violencia Intrafamiliar,144,84.38,117
Coquimbo,Coquimbo,2021,9,Consumo de Alcohol y Drogas en la Vía Pública,470,541.3,103.2
Coquimbo,Coquimbo,2021,9,Hurtos,73,108.12,148.4
Coquimbo,Coquimbo,2021,9,Daños,423,230.1,152.7
Coquimbo,Coquimbo,2021,10,Amenazas y Riñas,316,161.02,52.8
Coquimbo,Coquimbo,2021,10,Homicidios y Femicidios,239,145.01,117.1
Coquimbo,Coquimbo,2021,10,Robos con Violencia e Intimidación,289,156.85,158.3
Coquimbo,Coquimbo,2021,10,Violaciones y Delitos Sexuales,113,98.83,169.3
Coquimbo,Coquimbo,2021,10,Ley de Control de Armas,338,236.35,182.5
Coquimbo,Coquimbo,2021,10,Delitos en Contexto de Violencia Intrafamiliar,81,102.52,181.5
Coquimbo,Coquimbo,2021,10,Consumo de Alcohol y Drogas en la Vía Pública,120,149.64,97.3
Coquimbo,Coquimbo,2021,10,Hurtos,462,279.68,190.3
Coquimbo,Coquimbo,2021,10,Daños,155,127.23,89.6
Coquimbo,Coquimbo,2021,11,Amenazas y Riñas,361,201.48,176.2
Coquimbo,Coquimbo,2021,11,Homicidios y Femicidios,430,468.74,141.5
Coquimbo,Coquimbo,2021,11,Robos con Violencia e Intimidación,404,756.77,60.4
Coquimbo,Coquimbo,2021,11,Violaciones y Delitos Sexuales,445,266.73,176.6
Coquimbo,Coquimbo,2021,11,Ley de Control de Armas,268,347.35,158.9
Coquimbo,Coquimbo,2021,11,Delitos en Contexto de Violencia Intrafamiliar,435,314.54,190.7
Coquimbo,Coquimbo,2021,11,Consumo de Alcohol y Drogas en la Vía Pública,297,285.25,177.4
Coquimbo,Coquimbo,2021,11,Hurtos,483,246.54,109.6
Coquimbo,Coquimbo,2021,11,Daños,345,208.85,108.8
Coquimbo,Coquimbo,2021,12,Amenazas y Riñas,162,119.45,151.3
Coquimbo,Coquimbo,2021,12,Homicidios y Femicidios,138,73.44,64.1
Coquimbo,Coquimbo,2021,12,Robos con Violencia e Intimidación,241,151.65,156.1
Coquimbo,Coquimbo,2021,12,Violaciones y Delitos Sexuales,273,233.01,176
Coquimbo,Coquimbo,2021,12,Ley de Control de Armas,439,601.57,88
Coquimbo,Coquimbo,2021,12,Delitos en Contexto de Violencia Intrafamiliar,372,326.38,103.2
Coquimbo,Coquimbo,2021,12,Consumo de Alcohol y Drogas en la Vía Pública,6,6.93,75
Coquimbo,Coquimbo,2021,12,Hurtos,379,674.23,173.1
Coquimbo,Coquimbo,2021,12,Daños,281,527.23,152.5
Coquimbo,Coquimbo,2022,1,Amenazas y Riñas,292,446.57,57.8
Coquimbo,Coquimbo,2022,1,Homicidios y Femicidios,412,251.74,129.1
Coquimbo,Coquimbo,2022,1,Robos con Violencia e Intimidación,75,46.95,139.4
Coquimbo,Coquimbo,2022,1,Violaciones y Delitos Sexuales,10,9.23,119.1
Coquimbo,Coquimbo,2022,1,Ley de Control de Armas,379,401.17,109.1
Coquimbo,Coquimbo,2022,1,Delitos en Contexto de Violencia Intrafamiliar,222,264.3,67.6
Coquimbo,Coquimbo,2022,1,Consumo de Alcohol y Drogas en la Vía Pública,268,141.95,51.2
Coquimbo,Coquimbo,2022,1,Hurtos,480,883.72,89.4
Coquimbo,Coquimbo,2022,1,Daños,477,504.7,56.2
Coquimbo,Coquimbo,2022,2,Amenazas y Riñas,63,32.15,140.5
Coquimbo,Coquimbo,2022,2,Homicidios y Femicidios,41,41.15,117.6
Coquimbo,Coquimbo,2022,2,Robos con Violencia e Intimidación,423,343.52,117.3
Coquimbo,Coquimbo,2022,2,Violaciones y Delitos Sexuales,482,322.19,85.4
Coquimbo,Coquimbo,2022,2,Ley de Control de Armas,306,200.63,185.8
Coquimbo,Coquimbo,2022,2,Delitos en Contexto de Violencia Intrafamiliar,206,140.25,115.8
Coquimbo,Coquimbo,2022,2,Consumo de Alcohol y Drogas en la Vía Pública,277,226.62,84.1
Coquimbo,Coquimbo,2022,2,Hurtos,245,252.12,197.8
Coquimbo,Coquimbo,2022,2,Daños,81,71.6,91.5
Coquimbo,Coquimbo,2022,3,Amenazas y Riñas,414,292.52,70.8
Coquimbo,Coquimbo,2022,3,Homicidios y Femicidios,454,254.65,155.6
Coquimbo,Coquimbo,2022,3,Robos con Violencia e Intimidación,61,55.62,74.6
Coquimbo,Coquimbo,2022,3,Violaciones y Delitos Sexuales,230,120.93,176.1
Coquimbo,Coquimbo,2022,3,Ley de Control de Armas,341,496.98,55.3
Coquimbo,Coquimbo,2022,3,Delitos en Contexto de Violencia Intrafamiliar,78,58.66,60.3
Coquimbo,Coquimbo,2022,3,Consumo de Alcohol y Drogas en la Vía Pública,287,198.17,109.3
Coquimbo,Coquimbo,2022,3,Hurtos,87,89.41,120.8
Coquimbo,Coquimbo,2022,3,Daños,343,361.48,155.5
Coquimbo,Coquimbo,2022,4,Amenazas y Riñas,223,272.34,117.7
Coquimbo,Coquimbo,2022,4,Homicidios y Femicidios,392,212.74,57.3
Coquimbo,Coquimbo,2022,4,Robos con Violencia e Intimidación,242,131.18,67.7
Coquimbo,Coquimbo,2022,4,Violaciones y Delitos Sexuales,53,85.85,167.7
Coquimbo,Coquimbo,2022,4,Ley de Control de Armas,276,166.07,83.5
Coquimbo,Coquimbo,2022,4,Delitos en Contexto de Violencia Intrafamiliar,113,82.23,72.1
Coquimbo,Coquimbo,2022,4,Consumo de Alcohol y Drogas en la Vía Pública,487,266.89,128.7
Coquimbo,Coquimbo,2022,4,Hurtos,432,223.82,167
Coquimbo,Coquimbo,2022,4,Daños,107,55.32,190.1
Coquimbo,Coquimbo,2022,5,Amenazas y Riñas,199,101.3,86.5
Coquimbo,Coquimbo,2022,5,Homicidios y Femicidios,98,62.85,127.8
Coquimbo,Coquimbo,2022,5,Robos con Violencia e Intimidación,272,379.33,184.3
Coquimbo,Coquimbo,2022,5,Violaciones y Delitos Sexuales,157,134.27,160.4
Coquimbo,Coquimbo,2022,5,Ley de Control de Armas,140,108.98,170.1
Coquimbo,Coquimbo,2022,5,Delitos en Contexto de Violencia Intrafamiliar,318,277.04,159.9
Coquimbo,Coquimbo,2022,5,Consumo de Alcohol y Drogas en la Vía Pública,161,159.01,82.3
Coquimbo,Coquimbo,2022,5,Hurtos,283,153.94,84.5
Coquimbo,Coquimbo,2022,5,Daños,126,113.22,59.4
Coquimbo,Coquimbo,2022,6,Amenazas y Riñas,80,86.66,112
Coquimbo,Coquimbo,2022,6,Homicidios y Femicidios,453,284.8,101.6
Coquimbo,Coquimbo,2022,6,Robos con Violencia e Intimidación,457,246.83,169.3
Coquimbo,Coquimbo,2022,6,Violaciones y Delitos Sexuales,385,664.43,148.9
Coquimbo,Coquimbo,2022,6,Ley de Control de Armas,282,194.71,88.9
Coquimbo,Coquimbo,2022,6,Delitos en Contexto de Violencia Intrafamiliar,309,573.41,156.6
Coquimbo,Coquimbo,2022,6,Consumo de Alcohol y Drogas en la Vía Pública,290,303.33,53.8
Coquimbo,Coquimbo,2022,6,Hurtos,61,58.95,132.6
Coquimbo,Coquimbo,2022,6,Daños,110,58.6,94.1
Coquimbo,Coquimbo,2022,7,Amenazas y Riñas,207,182.95,129.7
Coquimbo,Coquimbo,2022,7,Homicidios y Femicidios,401,336.12,110.9
Coquimbo,Coquimbo,2022,7,Robos con Violencia e Intimidación,452,379.88,197.9
Coquimbo,Coquimbo,2022,7,Violaciones y Delitos Sexuales,70,60,199
Coquimbo,Coquimbo,2022,7,Ley de Control de Armas,179,227.08,122.1
Coquimbo,Coquimbo,2022,7,Delitos en Contexto de Violencia Intrafamiliar,374,286.91,98.4
Coquimbo,Coquimbo,2022,7,Consumo de Alcohol y Drogas en la Vía Pública,367,232.71,122.5
Coquimbo,Coquimbo,2022,7,Hurtos,285,272.53,189.4
Coquimbo,Coquimbo,2022,7,Daños,332,544.92,197.2
Coquimbo,Coquimbo,2022,8,Amenazas y Riñas,203,265.93,158.2
Coquimbo,Coquimbo,2022,8,Homicidios y Femicidios,92,159.21,108.5
Coquimbo,Coquimbo,2022,8,Robos con Violencia e Intimidación,204,284.09,167.9
Coquimbo,Coquimbo,2022,8,Violaciones y Delitos Sexuales,183,97.71,112.2
Coquimbo,Coquimbo,2022,8,Ley de Control de Armas,306,607.17,175.7
Coquimbo,Coquimbo,2022,8,Delitos en Contexto de Violencia Intrafamiliar,118,61.17,82
Coquimbo,Coquimbo,2022,8,Consumo de Alcohol y Drogas en la Vía Pública,164,85.59,96.9
Coquimbo,Coquimbo,2022,8,Hurtos,114,194.42,60
Coquimbo,Coquimbo,2022,8,Daños,341,320.43,138.7
Coquimbo,Coquimbo,2022,9,Amenazas y Riñas,35,24.26,175.1
Coquimbo,Coquimbo,2022,9,Homicidios y Femicidios,249,338.81,108.6
Coquimbo,Coquimbo,2022,9,Robos con Violencia e Intimidación,13,14.92,151.6
Coquimbo,Coquimbo,2022,9,Violaciones y Delitos Sexuales,72,42.43,172.8
Coquimbo,Coquimbo,2022,9,Ley de Control de Armas,195,223.67,176.9
Coquimbo,Coquimbo,2022,9,Delitos en Contexto de Violencia Intrafamiliar,344,526.36,170.1
Coquimbo,Coquimbo,2022,9,Consumo de Alcohol y Drogas en la Vía Pública,282,280.63,61.9
Coquimbo,Coquimbo,2022,9,Hurtos,140,214.14,61
Coquimbo,Coquimbo,2022,9,Daños,254,147.61,70.6
Coquimbo,Coquimbo,2022,10,Amenazas y Riñas,395,262.47,115.1
Coquimbo,Coquimbo,2022,10,Homicidios y Femicidios,430,420.11,191.9
Coquimbo,Coquimbo,2022,10,Robos con Violencia e Intimidación,16,10.52,60.5
Coquimbo,Coquimbo,2022,10,Violaciones y Delitos Sexuales,291,158.28,198.2
Coquimbo,Coquimbo,2022,10,Ley de Control de Armas,367,424.37,119.7
Coquimbo,Coquimbo,2022,10,Delitos en Contexto de Violencia Intrafamiliar,34,31.83,184.3
Coquimbo,Coquimbo,2022,10,Consumo de Alcohol y Drogas en la Vía Pública,145,173.54,70.8
Coquimbo,Coquimbo,2022,10,Hurtos,360,463.16,185.8
Coquimbo,Coquimbo,2022,10,Daños,493,573.3,157.7
Coquimbo,Coquimbo,2022,11,Amenazas y Riñas,450,545.63,112.7
Coquimbo,Coquimbo,2022,11,Homicidios y Femicidios,229,121.6,99.1
Coquimbo,Coquimbo,2022,11,Robos con Violencia e Intimidación,116,70,143.6
Coquimbo,Coquimbo,2022,11,Violaciones y Delitos Sexuales,381,600.42,118.4
Coquimbo,Coquimbo,2022,11,Ley de Control de Armas,100,62.06,162
Coquimbo,Coquimbo,2022,11,Delitos en Contexto de Violencia Intrafamiliar,22,14.17,70.2
Coquimbo,Coquimbo,2022,11,Consumo de Alcohol y Drogas en la Vía Pública,184,134.1,70
Coquimbo,Coquimbo,2022,11,Hurtos,90,54.82,137.3
Coquimbo,Coquimbo,2022,11,Daños,417,752.4,179.1
Coquimbo,Coquimbo,2022,12,Amenazas y Riñas,212,327.24,184.8
Coquimbo,Coquimbo,2022,12,Homicidios y Femicidios,93,58.21,98.9
Coquimbo,Coquimbo,2022,12,Robos con Violencia e Intimidación,324,163.9,130.6
Coquimbo,Coquimbo,2022,12,Violaciones y Delitos Sexuales,426,249.29,74.9
Coquimbo,Coquimbo,2022,12,Ley de Control de Armas,31,17.45,74.9
Coquimbo,Coquimbo,2022,12,Delitos en Contexto de Violencia Intrafamiliar,486,716.66,144.8
Coquimbo,Coquimbo,2022,12,Consumo de Alcohol y Drogas en la Vía Pública,308,160.94,156.7
Coquimbo,Coquimbo,2022,12,Hurtos,301,282.75,54.4
Coquimbo,Coquimbo,2022,12,Daños,393,746.89,88.8
Coquimbo,Coquimbo,2023,1,Amenazas y Riñas,213,272.46,67.7
Coquimbo,Coquimbo,2023,1,Homicidios y Femicidios,344,674.89,100.5
Coquimbo,Coquimbo,2023,1,Robos con Violencia e Intimidación,57,31.41,139.6
Coquimbo,Coquimbo,2023,1,Violaciones y Delitos Sexuales,336,253.28,153.1
Coquimbo,Coquimbo,2023,1,Ley de Control de Armas,425,635.8,191.3
Coquimbo,Coquimbo,2023,1,Delitos en Contexto de Violencia Intrafamiliar,246,155.78,61.6
Coquimbo,Coquimbo,2023,1,Consumo de Alcohol y Drogas en la Vía Pública,498,270.9,81.3
